,method,orbital_period,mass,distance,year
622,0,14.3098,0.839,42.43,2000
623,0,49.77,0.057,22.09,2009
624,0,7.126816,1.39,19.72,1998
625,0,14.651,0.8,12.53,1996
626,0,359.5546,10.57,49.0,2007
627,0,274.49,0.0519,38.01,2011
628,0,123.0,0.45,43.99,2004
629,0,248.4,1.9,68.59,2013
630,0,2.245715,0.45,52.72,2005
631,0,606.4,2.7,37.98,2009
632,0,177.11,7.6,150.6,2011
633,0,431.8,3.1,167.5,2011
634,0,30.052,0.7,52.85,2009
635,0,10.866,0.0097,21.52,2011
636,0,8.1352,0.036,25.87,2011
637,0,4951.0,6.8,42.77,2012
638,0,428.5,8.78,38.52,2009
639,0,43.6,0.47,36.14,2008
640,0,255.87,17.4,46.34,2002
641,0,12.62,1.13,68.59,2013
642,0,327.8,0.6,54.94,2010
643,0,383.7,1.16,52.8,2007
644,0,2500.0,7.0,121.36,2008
645,0,44.236,2.12,42.68,2009
646,0,1.93778,0.021,4.7,2005
647,0,118.45,0.65,37.89,2003
648,0,11.849,0.0378,43.08,2011
649,0,1928.0,5.1,35.87,2005
650,0,256.78,8.44,38.99,1999
651,0,3638.0,6.9,43.57,2012
652,0,1.3283,18.37,43.03,2003
653,0,2732.0,2.37,56.5,2012
654,0,14.07,0.0413,34.07,2011
655,0,501.75,6.9,40.57,2009
656,0,388.0,9.1,20.98,2005
657,0,118.96,1.13,28.07,2000
658,0,456.46,1.26,52.63,2004
659,0,2082.0,4.5,97.66,2013
660,0,603.0,0.079,14.97,2013
661,0,264.15,4.01,33.33,2002
662,0,22.656,0.0322,32.31,2011
663,0,3848.86,1.059,13.47,2010
664,0,181.4,3.2,45.52,2013
665,0,104.84,0.12,33.48,2011
666,0,456.1,3.09,52.88,2007
667,0,346.6,0.396,64.56,2007
668,0,1279.0,4.9,31.03,2002
669,0,48.056,0.21,51.26,2005
670,0,3383.0,3.15,51.36,2002
671,0,6.495,0.96,121.07,2010
672,0,3.024,0.249,33.41,2000
673,0,2831.6,1.68,47.3,2012
674,0,559.4,3.0,52.83,2007
675,0,297.3,0.61,127.55,2007
676,0,1117.0,1.16,56.18,2010
677,0,2890.0,11.0,87.87,2011
678,0,2097.0,3.0,85.18,2009
679,0,3.2357,0.0036,1.35,2012
680,0,9.3743,0.0238,26.15,2008
681,0,948.12,0.224,38.05,2011
682,0,395.8,1.29,68.54,2002
683,0,14.476,0.08,63.69,2008
684,0,8.7836,0.0265,9.42,2008
685,0,14002.0,1.64,14.08,2009
686,0,8.631,0.035,14.97,2013
687,0,521.0,1.8,114.15,2011
688,0,7100.0,1.6,15.1,2011
689,0,6.958,0.34,40.57,2014
690,0,8.667,0.033,12.58,2006
691,0,18.315,0.0085,6.06,2011
692,0,835.477,11.09,97.66,2009
693,0,745.7,5.3,307.69,2011
694,0,2295.0,0.683,33.24,2002
695,0,3.8335,0.06,81.1,2007
696,0,379.1,2.25,94.61,2005
697,0,3.14942,0.006,6.27,2005
698,0,136.75,2.8,62.66,2007
699,0,125.94,0.17,20.1,2013
700,0,17.054,0.087,17.99,2004
701,0,986.0,0.75,44.98,2006
702,0,1353.6,0.35061,37.84,2008
703,0,663.0,3.3,115.47,2009
704,0,2371.0,25.0,37.05,2008
705,0,49.747,0.08,39.39,2010
706,0,2.64561,0.022,19.8,2010
707,0,3668.0,4.01,46.51,2006
708,0,538.0,1.83,40.57,2007
709,0,192.9,1.82,52.85,2009
710,0,778.1,5.9,138.5,2011
711,0,59.519,0.0382,26.91,2011
712,0,4100.0,2.3,20.03,2013
713,0,1657.0,0.71,15.71,2010
714,0,237.6,0.33,42.09,2009
715,0,157.57,1.7,140.85,2011
716,0,85.131,0.0496,35.89,2011
717,0,1561.0,7.71,51.97,2003
718,0,5.6,0.045,42.09,2009
719,0,8.428198,14.4,31.26,2002
720,0,466.0,0.5,53.82,2010
721,0,324.0,2.83,37.42,2013
722,0,269.3,7.1,77.4,2006
723,0,431.88,2.07,77.82,2001
724,0,4205.8,1.814,15.28,2004
725,0,589.64,2.9,10.34,2006
726,0,1773.4,4.64,18.15,2002
727,0,4.113775,0.45,28.98,2006
728,0,27.582,0.0358,14.56,2011
729,0,122.1,0.05,9.24,2010
730,0,18.179,0.33,86.88,2006
731,0,1840.0,1.6,67.61,2009
732,0,572.38,7.75,41.95,1999
733,0,326.03,19.4,110.62,2007
734,0,1289.0,3.0,46.93,2002
735,0,5501.0,10.39,29.2,2012
736,0,479.0,1.6,114.55,2009
737,0,479.1,3.88,97.28,2008
738,0,1634.0,14.2,38.26,2009
739,0,39.026,0.008,6.8,2013
740,0,883.0,2.2,121.36,2011
741,0,689.0,1.5,182.82,2011
742,0,763.0,2.6,19.84,2011
743,0,5.75962,0.041,39.39,2010
744,0,903.3,1.85,13.79,2003
745,0,2891.0,1.502,15.89,2003
746,0,157.54,3.04,117.37,2009
747,0,772.0,2.7,127.88,2011
748,0,829.0,0.8,32.7,2001
749,0,3.0925,0.95,27.05,2000
750,0,74.72,0.05318,8.82,2011
